photo_id,tags,geolocation,date_taken,date_posted,views,locale,county,region,url
12010053935,[u'iPhone'],"[37.865, -122.279]",6/20/13 10:13,1390046836,15,"[u'Berkeley', u'4TuKIUlTUbxBjlKV']","[u'Alameda', u'1IvHpmpQUL8ZId.pmA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm8.staticflickr.com/7314/12010053935_e952564aa7_o.jpg
12010054475,[u'iPhone'],"[37.84, -122.3]",6/19/13 19:45,1390046835,13,"[u'Emeryville', u'a6og5atTUbPKRhIm']","[u'Alameda', u'1IvHpmpQUL8ZId.pmA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm4.staticflickr.com/3728/12010054475_49b597e8d3_o.jpg
12010054655,[u'iPhone'],"[37.84, -122.299834]",6/19/13 20:36,1390046834,13,"[u'Emeryville', u'a6og5atTUbPKRhIm']","[u'Alameda', u'1IvHpmpQUL8ZId.pmA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm6.staticflickr.com/5550/12010054655_c34ebbd67c_o.jpg
12010055245,[u'iPhone'],"[37.795833, -122.42]",6/19/13 13:27,1390046831,12,"[u'San Francisco', u'7.MJR8tTVrIO1EgB']","[u'San Francisco', u'.7sOmlRQUL9nK.kMzA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm4.staticflickr.com/3671/12010055245_dbbed0f49b_o.jpg
12010056475,[u'iPhone'],"[37.788666, -122.405167]",6/18/13 13:43,1390046825,12,"[u'San Francisco', u'7.MJR8tTVrIO1EgB']","[u'San Francisco', u'.7sOmlRQUL9nK.kMzA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm6.staticflickr.com/5517/12010056475_da5888ec64_o.jpg
12010058625,[u'iPhone'],"[37.794333, -122.406167]",6/17/13 15:45,1390046817,12,"[u'San Francisco', u'7.MJR8tTVrIO1EgB']","[u'San Francisco', u'.7sOmlRQUL9nK.kMzA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm4.staticflickr.com/3703/12010058625_8e2495ce0e_o.jpg
12010059845,[u'iPhone'],"[37.8295, -122.4835]",6/17/13 11:00,1390046812,14,"[u'Sausalito', u'TY3BqxtTVrLm3AgH']","[u'Marin', u'V2NO5YxQUL8nrwLCyQ']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm6.staticflickr.com/5502/12010059845_a970cb067f_o.jpg
12010060125,[u'iPhone'],"[36.085666, -115.134667]",6/16/13 15:08,1390046811,10,"[u'Las Vegas', u'zqjUHGRTVrmcbLw_']","[u'Clark', u'nrSSo6xQUL_1Yna37w']","[u'Nevada', u'74EpaYdTUb5b2WdO']",http://farm8.staticflickr.com/7417/12010060125_fd092645f8_o.jpg
12010060405,[u'iPhone'],"[36.118333, -115.173167]",6/15/13 22:25,1390046810,10,"[u'Las Vegas', u'zqjUHGRTVrmcbLw_']","[u'Clark', u'nrSSo6xQUL_1Yna37w']","[u'Nevada', u'74EpaYdTUb5b2WdO']",http://farm3.staticflickr.com/2874/12010060405_04aa178702_o.jpg
12010060545,[u'iPhone'],"[36.103666, -115.173834]",6/15/13 21:29,1390046809,13,"[u'Las Vegas', u'zqjUHGRTVrmcbLw_']","[u'Clark', u'nrSSo6xQUL_1Yna37w']","[u'Nevada', u'74EpaYdTUb5b2WdO']",http://farm3.staticflickr.com/2840/12010060545_2c90cb1051_o.jpg
12010061345,[u'iPhone'],"[36.103666, -115.172834]",6/15/13 20:59,1390046807,13,"[u'Las Vegas', u'zqjUHGRTVrmcbLw_']","[u'Clark', u'nrSSo6xQUL_1Yna37w']","[u'Nevada', u'74EpaYdTUb5b2WdO']",http://farm6.staticflickr.com/5529/12010061345_5f3a03de7f_o.jpg
12010061905,[u'iPhone'],"[36.137166, -115.163834]",6/15/13 12:38,1390046803,10,"[u'Las Vegas', u'zqjUHGRTVrmcbLw_']","[u'Clark', u'nrSSo6xQUL_1Yna37w']","[u'Nevada', u'74EpaYdTUb5b2WdO']",http://farm4.staticflickr.com/3665/12010061905_7af0f7419e_o.jpg
12010063695,[u'iPhone'],"[36.137333, -115.163834]",6/14/13 18:48,1390046795,10,"[u'Las Vegas', u'zqjUHGRTVrmcbLw_']","[u'Clark', u'nrSSo6xQUL_1Yna37w']","[u'Nevada', u'74EpaYdTUb5b2WdO']",http://farm4.staticflickr.com/3763/12010063695_51ebb1b03f_o.jpg
12010063815,[u'iPhone'],"[36.128166, -115.166834]",6/14/13 19:25,1390046795,10,"[u'Las Vegas', u'zqjUHGRTVrmcbLw_']","[u'Clark', u'nrSSo6xQUL_1Yna37w']","[u'Nevada', u'74EpaYdTUb5b2WdO']",http://farm8.staticflickr.com/7454/12010063815_d257fb04eb_o.jpg
12010064095,[u'iPhone'],"[36.133666, -115.163334]",6/14/13 13:24,1390046794,15,"[u'Las Vegas', u'zqjUHGRTVrmcbLw_']","[u'Clark', u'nrSSo6xQUL_1Yna37w']","[u'Nevada', u'74EpaYdTUb5b2WdO']",http://farm3.staticflickr.com/2837/12010064095_7ccd68ed93_o.jpg
12010066405,[u'iPhone'],"[35.047333, -106.6165]",6/13/13 16:07,1390046788,9,"[u'Albuquerque', u'FF1JITNTUb9hnRkQ']","[u'Bernalillo', u'aTfxqz9QUL9by9cNeQ']","[u'New Mexico', u'4s2ZHg5TUb4ENL4T']",http://farm4.staticflickr.com/3736/12010066405_6814d84469_o.jpg
12010066815,[u'iPhone'],"[35.048833, -106.616667]",6/13/13 13:09,1390046787,9,"[u'Albuquerque', u'FF1JITNTUb9hnRkQ']","[u'Bernalillo', u'aTfxqz9QUL9by9cNeQ']","[u'New Mexico', u'4s2ZHg5TUb4ENL4T']",http://farm6.staticflickr.com/5499/12010066815_f234dda89c_o.jpg
12010339103,[u'iPhone'],"[39.732666, -121.838]",6/22/13 14:10,1390046849,21,"[u'Chico', u'4cf1RndTUb0fpwXh']","[u'Butte', u'.5NIv9hQUL82.CLeIA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm4.staticflickr.com/3680/12010339103_1d98cbbcd3_o.jpg
12010339293,[u'iPhone'],"[39.7265, -121.836167]",6/22/13 12:01,1390046848,21,"[u'Chico', u'4cf1RndTUb0fpwXh']","[u'Butte', u'.5NIv9hQUL82.CLeIA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm3.staticflickr.com/2840/12010339293_0dd181c53a_o.jpg
12010339433,[u'iPhone'],"[39.727666, -121.837334]",6/22/13 11:56,1390046847,19,"[u'Chico', u'4cf1RndTUb0fpwXh']","[u'Butte', u'.5NIv9hQUL82.CLeIA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm6.staticflickr.com/5544/12010339433_eaa1686f92_o.jpg
12010340393,[u'iPhone'],"[39.745666, -121.892334]",6/21/13 16:16,1390046845,19,"[u'Chico', u'4cf1RndTUb0fpwXh']","[u'Butte', u'.5NIv9hQUL82.CLeIA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm6.staticflickr.com/5473/12010340393_f6ca634c3d_o.jpg
12010340833,[u'iPhone'],"[39.7245, -121.814667]",6/21/13 14:03,1390046844,19,"[u'Chico', u'4cf1RndTUb0fpwXh']","[u'Butte', u'.5NIv9hQUL82.CLeIA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm6.staticflickr.com/5509/12010340833_7399e4e5a9_o.jpg
12010341813,[u'iPhone'],"[37.878666, -122.268834]",6/20/13 19:35,1390046840,17,"[u'Berkeley', u'4TuKIUlTUbxBjlKV']","[u'Alameda', u'1IvHpmpQUL8ZId.pmA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm3.staticflickr.com/2816/12010341813_5a5367c623_o.jpg
12010342153,[u'iPhone'],"[37.868, -122.267834]",6/20/13 18:39,1390046839,23,"[u'Berkeley', u'4TuKIUlTUbxBjlKV']","[u'Alameda', u'1IvHpmpQUL8ZId.pmA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm4.staticflickr.com/3704/12010342153_06e4bc82ff_o.jpg
12010342693,[u'iPhone'],"[37.876666, -122.268834]",6/20/13 12:27,1390046838,20,"[u'Berkeley', u'4TuKIUlTUbxBjlKV']","[u'Alameda', u'1IvHpmpQUL8ZId.pmA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm6.staticflickr.com/5478/12010342693_90fbf96bf3_o.jpg
12010343633,[u'iPhone'],"[37.822, -122.462334]",6/19/13 13:39,1390046835,13,"[u'San Francisco', u'7.MJR8tTVrIO1EgB']","[u'San Francisco', u'.7sOmlRQUL9nK.kMzA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm4.staticflickr.com/3665/12010343633_c2ab904df1_o.jpg
12010344323,[u'iPhone'],"[37.84, -122.299334]",6/19/13 20:01,1390046832,12,"[u'Emeryville', u'a6og5atTUbPKRhIm']","[u'Alameda', u'1IvHpmpQUL8ZId.pmA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm6.staticflickr.com/5472/12010344323_eec368915c_o.jpg
12010344353,[u'iPhone'],"[37.862166, -122.2805]",6/19/13 18:51,1390046831,16,"[u'Berkeley', u'4TuKIUlTUbxBjlKV']","[u'Alameda', u'1IvHpmpQUL8ZId.pmA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm3.staticflickr.com/2878/12010344353_35208d998c_o.jpg
12010344793,[u'iPhone'],"[37.829, -122.426]",6/19/13 13:50,1390046830,12,"[u'San Francisco', u'7.MJR8tTVrIO1EgB']","[u'San Francisco', u'.7sOmlRQUL9nK.kMzA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm6.staticflickr.com/5544/12010344793_7b92b1ccc7_o.jpg
12010345613,[u'iPhone'],"[37.865, -122.279]",6/19/13 8:30,1390046826,12,"[u'Berkeley', u'4TuKIUlTUbxBjlKV']","[u'Alameda', u'1IvHpmpQUL8ZId.pmA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm8.staticflickr.com/7448/12010345613_14f6b14688_o.jpg
12010345773,[u'iPhone'],"[37.795166, -122.409834]",6/18/13 14:38,1390046825,12,"[u'San Francisco', u'7.MJR8tTVrIO1EgB']","[u'San Francisco', u'.7sOmlRQUL9nK.kMzA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm4.staticflickr.com/3669/12010345773_f5ffefaa3d_o.jpg
12010346583,[u'iPhone'],"[37.865833, -122.2675]",6/18/13 9:46,1390046822,15,"[u'Berkeley', u'4TuKIUlTUbxBjlKV']","[u'Alameda', u'1IvHpmpQUL8ZId.pmA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm4.staticflickr.com/3702/12010346583_698fe4d489_o.jpg
12010347083,[u'iPhone'],"[37.866333, -122.279167]",6/17/13 20:02,1390046820,13,"[u'Berkeley', u'4TuKIUlTUbxBjlKV']","[u'Alameda', u'1IvHpmpQUL8ZId.pmA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm6.staticflickr.com/5506/12010347083_0468832e8e_o.jpg
12010347953,[u'iPhone'],"[37.787666, -122.407834]",6/17/13 16:04,1390046818,12,"[u'San Francisco', u'7.MJR8tTVrIO1EgB']","[u'San Francisco', u'.7sOmlRQUL9nK.kMzA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm4.staticflickr.com/3785/12010347953_7520e706a6_o.jpg
12010349743,[u'iPhone'],"[37.827666, -122.481334]",6/17/13 11:07,1390046812,10,"[u'Sausalito', u'TY3BqxtTVrLm3AgH']","[u'Marin', u'V2NO5YxQUL8nrwLCyQ']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm8.staticflickr.com/7289/12010349743_b91eeaa821_o.jpg
12010350923,[u'iPhone'],"[36.103666, -115.172834]",6/15/13 21:11,1390046808,10,"[u'Las Vegas', u'zqjUHGRTVrmcbLw_']","[u'Clark', u'nrSSo6xQUL_1Yna37w']","[u'Nevada', u'74EpaYdTUb5b2WdO']",http://farm6.staticflickr.com/5516/12010350923_01ce1574b8_o.jpg
12010351423,[u'iPhone'],"[36.103833, -115.173]",6/15/13 20:55,1390046806,10,"[u'Las Vegas', u'zqjUHGRTVrmcbLw_']","[u'Clark', u'nrSSo6xQUL_1Yna37w']","[u'Nevada', u'74EpaYdTUb5b2WdO']",http://farm4.staticflickr.com/3695/12010351423_852c4c79b9_o.jpg
12010351593,[u'iPhone'],"[36.108333, -115.1725]",6/15/13 20:17,1390046805,10,"[u'Las Vegas', u'zqjUHGRTVrmcbLw_']","[u'Clark', u'nrSSo6xQUL_1Yna37w']","[u'Nevada', u'74EpaYdTUb5b2WdO']",http://farm8.staticflickr.com/7303/12010351593_f5d0e71e6d_o.jpg
12010351603,[u'iPhone'],"[36.108333, -115.172167]",6/15/13 20:12,1390046804,10,"[u'Las Vegas', u'zqjUHGRTVrmcbLw_']","[u'Clark', u'nrSSo6xQUL_1Yna37w']","[u'Nevada', u'74EpaYdTUb5b2WdO']",http://farm4.staticflickr.com/3786/12010351603_8a348b04e8_o.jpg
12010352783,[u'iPhone'],"[36.122, -115.172001]",6/14/13 20:28,1390046799,10,"[u'Las Vegas', u'zqjUHGRTVrmcbLw_']","[u'Clark', u'nrSSo6xQUL_1Yna37w']","[u'Nevada', u'74EpaYdTUb5b2WdO']",http://farm8.staticflickr.com/7376/12010352783_4e9de60f93_o.jpg
12010354993,[u'iPhone'],"[36.137833, -115.163667]",6/14/13 10:55,1390046791,10,"[u'Las Vegas', u'zqjUHGRTVrmcbLw_']","[u'Clark', u'nrSSo6xQUL_1Yna37w']","[u'Nevada', u'74EpaYdTUb5b2WdO']",http://farm4.staticflickr.com/3806/12010354993_b8a9029eb0_o.jpg
12010355063,[u'iPhone'],"[36.137333, -115.162501]",6/14/13 11:48,1390046791,9,"[u'Las Vegas', u'zqjUHGRTVrmcbLw_']","[u'Clark', u'nrSSo6xQUL_1Yna37w']","[u'Nevada', u'74EpaYdTUb5b2WdO']",http://farm6.staticflickr.com/5505/12010355063_faedfb3a33_o.jpg
12010356453,[u'iPhone'],"[35.047333, -106.6165]",6/13/13 13:32,1390046787,13,"[u'Albuquerque', u'FF1JITNTUb9hnRkQ']","[u'Bernalillo', u'aTfxqz9QUL9by9cNeQ']","[u'New Mexico', u'4s2ZHg5TUb4ENL4T']",http://farm4.staticflickr.com/3737/12010356453_32f614a883_o.jpg
12010357013,[u'iPhone'],"[37.752333, -100.015667]",6/12/13 6:16,1390046784,10,"[u'Dodge City', u'Itt.BA5TUbOCDE1H']","[u'Ford', u'K84V9sNQUL8boWEncg']","[u'Kansas', u'3v5KwqxTUb5SLNwO']",http://farm6.staticflickr.com/5509/12010357013_4d0fa7bcbb_o.jpg
12010357093,[u'iPhone'],"[41.75, -88.325]",6/11/13 16:14,1390046783,12,"[u'Aurora', u'_D_MmbJTUb92hvoi']","[u'Kane', u'RwwNk3ZQUL8u0gaQIw']","[u'Illinois', u'BQEHmddTUb5GBtTz']",http://farm3.staticflickr.com/2876/12010357093_a71c3f21ca_o.jpg
12010406194,[u'iPhone'],"[39.745833, -121.841334]",6/22/13 16:25,1390046850,22,"[u'Chico', u'4cf1RndTUb0fpwXh']","[u'Butte', u'.5NIv9hQUL82.CLeIA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm6.staticflickr.com/5520/12010406194_223afd6b9a_o.jpg
12010406264,[u'iPhone'],"[39.732166, -121.838]",6/22/13 14:41,1390046849,21,"[u'Chico', u'4cf1RndTUb0fpwXh']","[u'Butte', u'.5NIv9hQUL82.CLeIA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm6.staticflickr.com/5542/12010406264_c9c031cab3_o.jpg
12010407254,[u'iPhone'],"[39.7305, -121.8405]",6/22/13 10:15,1390046846,21,"[u'Chico', u'4cf1RndTUb0fpwXh']","[u'Butte', u'.5NIv9hQUL82.CLeIA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm8.staticflickr.com/7423/12010407254_e7263d1ea3_o.jpg
12010408274,[u'iPhone'],"[39.7245, -121.814667]",6/21/13 14:03,1390046843,19,"[u'Chico', u'4cf1RndTUb0fpwXh']","[u'Butte', u'.5NIv9hQUL82.CLeIA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm4.staticflickr.com/3772/12010408274_75f0ab61c6_o.jpg
12010408914,[u'iPhone'],"[39.7245, -121.814834]",6/21/13 13:34,1390046842,19,"[u'Chico', u'4cf1RndTUb0fpwXh']","[u'Butte', u'.5NIv9hQUL82.CLeIA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm8.staticflickr.com/7342/12010408914_e8919164d6_o.jpg
12010410424,[u'iPhone'],"[37.876833, -122.269]",6/20/13 12:19,1390046837,17,"[u'Berkeley', u'4TuKIUlTUbxBjlKV']","[u'Alameda', u'1IvHpmpQUL8ZId.pmA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm6.staticflickr.com/5510/12010410424_93dc3b328a_o.jpg
12010410774,[u'iPhone'],"[37.8285, -122.429167]",6/19/13 13:49,1390046835,14,"[u'San Francisco', u'7.MJR8tTVrIO1EgB']","[u'San Francisco', u'.7sOmlRQUL9nK.kMzA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm4.staticflickr.com/3712/12010410774_305e6be3ba_o.jpg
12010411994,[u'iPhone'],"[37.84, -122.3]",6/19/13 19:45,1390046831,12,"[u'Emeryville', u'a6og5atTUbPKRhIm']","[u'Alameda', u'1IvHpmpQUL8ZId.pmA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm6.staticflickr.com/5524/12010411994_d7609dcd70_o.jpg
12010412424,[u'iPhone'],"[37.822, -122.462334]",6/19/13 13:39,1390046829,15,"[u'San Francisco', u'7.MJR8tTVrIO1EgB']","[u'San Francisco', u'.7sOmlRQUL9nK.kMzA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm4.staticflickr.com/3715/12010412424_d46e180792_o.jpg
12010413264,[u'iPhone'],"[37.868666, -122.267834]",6/18/13 17:51,1390046825,15,"[u'Berkeley', u'4TuKIUlTUbxBjlKV']","[u'Alameda', u'1IvHpmpQUL8ZId.pmA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm8.staticflickr.com/7407/12010413264_42ca765a09_o.jpg
12010413504,[u'iPhone'],"[37.789833, -122.400834]",6/18/13 12:44,1390046824,12,"[u'San Francisco', u'7.MJR8tTVrIO1EgB']","[u'San Francisco', u'.7sOmlRQUL9nK.kMzA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm6.staticflickr.com/5522/12010413504_2643e3ba4b_o.jpg
12010413694,[u'iPhone'],"[37.789666, -122.401001]",6/18/13 12:41,1390046823,13,"[u'San Francisco', u'7.MJR8tTVrIO1EgB']","[u'San Francisco', u'.7sOmlRQUL9nK.kMzA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm8.staticflickr.com/7361/12010413694_b28c690c1b_o.jpg
12010414264,[u'iPhone'],"[37.865, -122.279]",6/18/13 8:14,1390046821,12,"[u'Berkeley', u'4TuKIUlTUbxBjlKV']","[u'Alameda', u'1IvHpmpQUL8ZId.pmA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm4.staticflickr.com/3796/12010414264_16801f0a9b_o.jpg
12010414434,[u'iPhone'],"[37.865, -122.279334]",6/17/13 20:04,1390046820,12,"[u'Berkeley', u'4TuKIUlTUbxBjlKV']","[u'Alameda', u'1IvHpmpQUL8ZId.pmA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm8.staticflickr.com/7408/12010414434_e07f1308a5_o.jpg
12010415194,[u'iPhone'],"[37.789, -122.406334]",6/17/13 16:44,1390046818,12,"[u'San Francisco', u'7.MJR8tTVrIO1EgB']","[u'San Francisco', u'.7sOmlRQUL9nK.kMzA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm6.staticflickr.com/5503/12010415194_b11903c395_o.jpg
12010415794,[u'iPhone'],"[37.807333, -122.417334]",6/17/13 14:37,1390046816,10,"[u'San Francisco', u'7.MJR8tTVrIO1EgB']","[u'San Francisco', u'.7sOmlRQUL9nK.kMzA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm4.staticflickr.com/3724/12010415794_f0debb22f2_o.jpg
12010415934,[u'iPhone'],"[37.806666, -122.420667]",6/17/13 14:27,1390046815,11,"[u'San Francisco', u'7.MJR8tTVrIO1EgB']","[u'San Francisco', u'.7sOmlRQUL9nK.kMzA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm4.staticflickr.com/3795/12010415934_95a76ccda1_o.jpg
12010416214,[u'iPhone'],"[37.805499, -122.4235]",6/17/13 13:58,1390046814,10,"[u'San Francisco', u'7.MJR8tTVrIO1EgB']","[u'San Francisco', u'.7sOmlRQUL9nK.kMzA']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm4.staticflickr.com/3790/12010416214_b724648765_o.jpg
12010416674,[u'iPhone'],"[37.833833, -122.4755]",6/17/13 12:32,1390046813,10,"[u'Sausalito', u'TY3BqxtTVrLm3AgH']","[u'Marin', u'V2NO5YxQUL8nrwLCyQ']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm4.staticflickr.com/3725/12010416674_beb80f5311_o.jpg
12010416984,[u'iPhone'],"[37.827666, -122.481334]",6/17/13 11:07,1390046812,10,"[u'Sausalito', u'TY3BqxtTVrLm3AgH']","[u'Marin', u'V2NO5YxQUL8nrwLCyQ']","[u'California', u'NsbUWfBTUb4mbyVu']",http://farm8.staticflickr.com/7392/12010416984_09a4257754_o.jpg
